Match_no,Ballnumber,Inningno,Over,Outcome,Batter,Bowler,Comment,Score,runs
68,85,2,13,0,andre russell,Yash Thakur,"yash thakur to andre russell, no run,",0,0
68,86,2,13,0,andre russell,Yash Thakur,"yash thakur to andre russell, no run,",0,0
68,87,2,14,1,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, 1 run,",1,1
68,88,2,14,0,andre russell,Naveen-ul-Haq,"naveen-ul-haq to andre russell, no run,",0,0
68,89,2,14,0,andre russell,Naveen-ul-Haq,"naveen-ul-haq to andre russell, no run,",0,0
68,90,2,14,1,andre russell,Naveen-ul-Haq,"naveen-ul-haq to andre russell, 1 run,",1,1
68,91,2,14,0,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, no run,",0,0
68,92,2,14,4,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, four,",4,4
68,93,2,15,0,andre russell,Ravi Bishnoi,"ravi bishnoi to andre russell, no run,",0,0
68,94,2,15,0,andre russell,Ravi Bishnoi,"ravi bishnoi to andre russell, no run,",0,0
68,95,2,15,6,andre russell,Ravi Bishnoi,"ravi bishnoi to andre russell, six,",6,6
68,96,2,15,w,andre russell,Ravi Bishnoi,"ravi bishnoi to andre russell, no run,                           wicket - b ravi bishnoi batsmen out 7(9)",0,0
68,97,2,15,0,shardul thakur,Ravi Bishnoi,"ravi bishnoi to shardul thakur, no run,",0,0
68,98,2,15,1,shardul thakur,Ravi Bishnoi,"ravi bishnoi to shardul thakur, 1 run,",1,1
68,99,2,16,0,shardul thakur,Naveen-ul-Haq,"naveen-ul-haq to shardul thakur, no run,",0,0
68,100,2,16,1,shardul thakur,Naveen-ul-Haq,"naveen-ul-haq to shardul thakur, 1 run,",1,1
68,101,2,16,1,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, 1 run,",1,1
68,102,2,16,1,shardul thakur,Naveen-ul-Haq,"naveen-ul-haq to shardul thakur, 1 run,",1,1
68,103,2,16,0,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, no run,",0,0
68,104,2,16,2,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, 2 runs,",2,2
68,105,2,17,1lb,shardul thakur,Yash Thakur,"yash thakur to shardul thakur, 1 leg bye,",1,0
68,106,2,17,6,rinku singh,Yash Thakur,"yash thakur to rinku singh, six,",6,6
68,107,2,17,1,rinku singh,Yash Thakur,"yash thakur to rinku singh, 1 run,",1,1
68,108,2,17,w,shardul thakur,Yash Thakur,"yash thakur to shardul thakur, no run,                           wicket - c pn mankad b ys thakur batsmen out 3(7)",0,0
68,109,2,17,0,sunil narine,Yash Thakur,"yash thakur to sunil narine, no run,",0,0
68,110,2,17,1wd,sunil narine,Yash Thakur,"yash thakur to sunil narine, 1 wide,",1,0
68,111,2,17,w,sunil narine,Yash Thakur,"yash thakur to sunil narine, 1 run,                           wicket - runout (quinton de kock / naveen-ul-haq) batsmen out 1(2)",1,0
68,112,2,18,4,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, four,",4,4
68,113,2,18,4,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, four,",4,4
68,114,2,18,4,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, four,",4,4
68,115,2,18,2,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, 2 runs,",2,2
68,116,2,18,6,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, six,",6,6
68,117,2,18,0,rinku singh,Naveen-ul-Haq,"naveen-ul-haq to rinku singh, no run,",0,0
68,118,2,19,1,vaibhav arora,Yash Thakur,"yash thakur to vaibhav arora, 1 run,",1,1
68,119,2,19,1wd,rinku singh,Yash Thakur,"yash thakur to rinku singh, 1 wide,",1,0
68,120,2,19,0,rinku singh,Yash Thakur,"yash thakur to rinku singh, no run,",0,0
68,121,2,19,0,rinku singh,Yash Thakur,"yash thakur to rinku singh, no run,",0,0
68,122,2,19,1wd,rinku singh,Yash Thakur,"yash thakur to rinku singh, 1 wide,",1,0
68,123,2,19,6,rinku singh,Yash Thakur,"yash thakur to rinku singh, six,",6,6
68,124,2,19,4,rinku singh,Yash Thakur,"yash thakur to rinku singh, four,",4,4
68,125,2,19,6,rinku singh,Yash Thakur,"yash thakur to rinku singh, six,",6,6
69,1,1,0,0,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, no run,",0,0
69,2,1,0,0,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, no run,",0,0
69,3,1,0,4,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, four,",4,4
69,4,1,0,0,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, no run,",0,0
69,5,1,0,0,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, no run,",0,0
69,6,1,0,1,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, 1 run,",1,1
69,7,1,1,1,vivrant sharma,Cameron Green,"cameron green to vivrant sharma, 1 run,",1,1
69,8,1,1,1lb,mayank agarwal,Cameron Green,"cameron green to mayank agarwal, 1 leg bye,",1,0
69,9,1,1,1lb,vivrant sharma,Cameron Green,"cameron green to vivrant sharma, 1 leg bye,",1,0
69,10,1,1,1,mayank agarwal,Cameron Green,"cameron green to mayank agarwal, 1 run,",1,1
69,11,1,1,0,vivrant sharma,Cameron Green,"cameron green to vivrant sharma, no run,",0,0
69,12,1,1,1lb,vivrant sharma,Cameron Green,"cameron green to vivrant sharma, 1 leg bye,",1,0
69,13,1,2,1,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, 1 run,",1,1
69,14,1,2,1wd,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, 1 wide,",1,0
69,15,1,2,1wd,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, 1 wide,",1,0
69,16,1,2,0,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, no run,",0,0
69,17,1,2,4,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, four,",4,4
69,18,1,2,4,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, four,",4,4
69,19,1,2,1,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, 1 run,",1,1
69,20,1,2,0,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, no run,",0,0
69,21,1,3,1,mayank agarwal,Chris Jordan,"chris jordan to mayank agarwal, 1 run,",1,1
69,22,1,3,4,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, four,",4,4
69,23,1,3,4,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, four,",4,4
69,24,1,3,0,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, no run,",0,0
69,25,1,3,1,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, 1 run,",1,1
69,26,1,3,0,mayank agarwal,Chris Jordan,"chris jordan to mayank agarwal, no run,",0,0
69,27,1,4,1,vivrant sharma,Akash Madhwal,"akash madhwal to vivrant sharma, 1 run,",1,1
69,28,1,4,4,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, four,",4,4
69,29,1,4,1,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, 1 run,",1,1
69,30,1,4,0,vivrant sharma,Akash Madhwal,"akash madhwal to vivrant sharma, no run,",0,0
69,31,1,4,1,vivrant sharma,Akash Madhwal,"akash madhwal to vivrant sharma, 1 run,",1,1
69,32,1,4,4,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, four,",4,4
69,33,1,5,4,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, four,",4,4
69,34,1,5,0,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, no run,",0,0
69,35,1,5,1,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, 1 run,",1,1
69,36,1,5,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,37,1,5,0,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, no run,",0,0
69,38,1,5,4,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, four,",4,4
69,39,1,6,2wd,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, 2 wide,",2,0
69,40,1,6,1,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, 1 run,",1,1
69,41,1,6,0,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, no run,",0,0
69,42,1,6,4,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, four,",4,4
69,43,1,6,1,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 1 run,",1,1
69,44,1,6,1,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, 1 run,",1,1
69,45,1,6,2,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 2 runs,",2,2
69,46,1,7,6,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, six,",6,6
69,47,1,7,0,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, no run,",0,0
69,48,1,7,1,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, 1 run,",1,1
69,49,1,7,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,50,1,7,1,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, 1 run,",1,1
69,51,1,7,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,52,1,8,0,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, no run,",0,0
69,53,1,8,1,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 1 run,",1,1
69,54,1,8,1,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, 1 run,",1,1
69,55,1,8,1,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 1 run,",1,1
69,56,1,8,1,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, 1 run,",1,1
69,57,1,8,1,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 1 run,",1,1
69,58,1,9,1,mayank agarwal,Chris Jordan,"chris jordan to mayank agarwal, 1 run,",1,1
69,59,1,9,4,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, four,",4,4
69,60,1,9,4,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, four,",4,4
69,61,1,9,1wd,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, 1 wide,",1,0
69,62,1,9,2,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, 2 runs,",2,2
69,63,1,9,1,vivrant sharma,Chris Jordan,"chris jordan to vivrant sharma, 1 run,",1,1
69,64,1,9,1,mayank agarwal,Chris Jordan,"chris jordan to mayank agarwal, 1 run,",1,1
69,65,1,10,0,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, no run,",0,0
69,66,1,10,1,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 1 run,",1,1
69,67,1,10,4,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, four,",4,4
69,68,1,10,1,vivrant sharma,Kumar Kartikeya,"kumar kartikeya to vivrant sharma, 1 run,",1,1
69,69,1,10,0,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, no run,",0,0
69,70,1,10,4,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, four,",4,4
69,71,1,11,1,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, 1 run,",1,1
69,72,1,11,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,73,1,11,0,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, no run,",0,0
69,74,1,11,4,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, four,",4,4
69,75,1,11,1,vivrant sharma,Piyush Chawla,"piyush chawla to vivrant sharma, 1 run,",1,1
69,76,1,11,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,77,1,12,6,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, six,",6,6
69,78,1,12,4,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, four,",4,4
69,79,1,12,1,mayank agarwal,Jason Behrendorff,"jason behrendorff to mayank agarwal, 1 run,",1,1
69,80,1,12,0,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, no run,",0,0
69,81,1,12,6,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, six,",6,6
69,82,1,12,1wd,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, 1 wide,",1,0
69,83,1,12,1,vivrant sharma,Jason Behrendorff,"jason behrendorff to vivrant sharma, 1 run,",1,1
69,84,1,13,1,vivrant sharma,Akash Madhwal,"akash madhwal to vivrant sharma, 1 run,",1,1
69,85,1,13,6,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, six,",6,6
69,86,1,13,2,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, 2 runs,",2,2
69,87,1,13,1,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, 1 run,",1,1
69,88,1,13,w,vivrant sharma,Akash Madhwal,"akash madhwal to vivrant sharma, no run,                           wicket - c (sub ramandeep singh) b akash madhwal batsmen out 69(47)",0,0
69,89,1,13,4,heinrich klaasen,Akash Madhwal,"akash madhwal to heinrich klaasen, four,",4,4
69,90,1,14,0,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, no run,",0,0
69,91,1,14,4,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, four,",4,4
69,92,1,14,6,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, six,",6,6
69,93,1,14,1,mayank agarwal,Kumar Kartikeya,"kumar kartikeya to mayank agarwal, 1 run,",1,1
69,94,1,14,0,heinrich klaasen,Kumar Kartikeya,"kumar kartikeya to heinrich klaasen, no run,",0,0
69,95,1,14,2,heinrich klaasen,Kumar Kartikeya,"kumar kartikeya to heinrich klaasen, 2 runs,",2,2
69,96,1,15,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,97,1,15,1,heinrich klaasen,Piyush Chawla,"piyush chawla to heinrich klaasen, 1 run,",1,1
69,98,1,15,6,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, six,",6,6
69,99,1,15,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,100,1,15,1,heinrich klaasen,Piyush Chawla,"piyush chawla to heinrich klaasen, 1 run,",1,1
69,101,1,15,1,mayank agarwal,Piyush Chawla,"piyush chawla to mayank agarwal, 1 run,",1,1
69,102,1,16,1,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, 1 run,",1,1
69,103,1,16,4,heinrich klaasen,Akash Madhwal,"akash madhwal to heinrich klaasen, four,",4,4
69,104,1,16,1,heinrich klaasen,Akash Madhwal,"akash madhwal to heinrich klaasen, 1 run,",1,1
69,105,1,16,w,mayank agarwal,Akash Madhwal,"akash madhwal to mayank agarwal, no run,                           wicket - c ishan kishan b akash madhwal batsmen out 83(46)",0,0
69,106,1,16,0,glenn phillips,Akash Madhwal,"akash madhwal to glenn phillips, no run,",0,0
69,107,1,16,0,glenn phillips,Akash Madhwal,"akash madhwal to glenn phillips, no run,",0,0
69,108,1,17,1,heinrich klaasen,Chris Jordan,"chris jordan to heinrich klaasen, 1 run,",1,1
69,109,1,17,1,glenn phillips,Chris Jordan,"chris jordan to glenn phillips, 1 run,",1,1
69,110,1,17,1lb,heinrich klaasen,Chris Jordan,"chris jordan to heinrich klaasen, 1 leg bye,",1,0
69,111,1,17,w,glenn phillips,Chris Jordan,"chris jordan to glenn phillips, no run,                           wicket - c k kartikeya b chris jordan batsmen out 1(4)",0,0
69,112,1,17,1,aiden markram,Chris Jordan,"chris jordan to aiden markram, 1 run,",1,1
69,113,1,17,2,heinrich klaasen,Chris Jordan,"chris jordan to heinrich klaasen, 2 runs,",2,2
69,114,1,18,1,aiden markram,Akash Madhwal,"akash madhwal to aiden markram, 1 run,",1,1
69,115,1,18,1,heinrich klaasen,Akash Madhwal,"akash madhwal to heinrich klaasen, 1 run,",1,1
69,116,1,18,1,aiden markram,Akash Madhwal,"akash madhwal to aiden markram, 1 run,",1,1
69,117,1,18,2nb,heinrich klaasen,Akash Madhwal,"akash madhwal to heinrich klaasen, 2 no ball,",2,0
69,118,1,18,1,aiden markram,Akash Madhwal,"akash madhwal to aiden markram, 1 run,",1,1
69,119,1,18,w,heinrich klaasen,Akash Madhwal,"akash madhwal to heinrich klaasen, no run,                           wicket - b akash madhwal batsmen out 18(13)",0,0
69,120,1,18,w,harry brook,Akash Madhwal,"akash madhwal to harry brook, no run,                           wicket - b akash madhwal batsmen out 0(1)",0,0
69,121,1,19,2,aiden markram,Chris Jordan,"chris jordan to aiden markram, 2 runs,",2,2
69,122,1,19,1,aiden markram,Chris Jordan,"chris jordan to aiden markram, 1 run,",1,1
69,123,1,19,4,sanvir singh,Chris Jordan,"chris jordan to sanvir singh, four,",4,4
69,124,1,19,0,sanvir singh,Chris Jordan,"chris jordan to sanvir singh, no run,",0,0
69,125,1,19,1lb,sanvir singh,Chris Jordan,"chris jordan to sanvir singh, 1 leg bye,",1,0
69,126,1,19,6,aiden markram,Chris Jordan,"chris jordan to aiden markram, six,",6,6
69,1,2,0,0,ishan kishan,Bhuvneshwar Kumar,"bhuvneshwar kumar to ishan kishan, no run,",0,0
69,2,2,0,0,ishan kishan,Bhuvneshwar Kumar,"bhuvneshwar kumar to ishan kishan, no run,",0,0
69,3,2,0,2,ishan kishan,Bhuvneshwar Kumar,"bhuvneshwar kumar to ishan kishan, 2 runs,",2,2
69,4,2,0,1,ishan kishan,Bhuvneshwar Kumar,"bhuvneshwar kumar to ishan kishan, 1 run,",1,1
69,5,2,0,0,rohit sharma,Bhuvneshwar Kumar,"bhuvneshwar kumar to rohit sharma, no run,",0,0
69,6,2,0,4,rohit sharma,Bhuvneshwar Kumar,"bhuvneshwar kumar to rohit sharma, four,",4,4
69,7,2,1,6,ishan kishan,Nitish Kumar Reddy,"nitish kumar reddy to ishan kishan, six,",6,6
69,8,2,1,4,ishan kishan,Nitish Kumar Reddy,"nitish kumar reddy to ishan kishan, four,",4,4
69,9,2,1,0,ishan kishan,Nitish Kumar Reddy,"nitish kumar reddy to ishan kishan, no run,",0,0
69,10,2,1,0,ishan kishan,Nitish Kumar Reddy,"nitish kumar reddy to ishan kishan, no run,",0,0
69,11,2,1,0,ishan kishan,Nitish Kumar Reddy,"nitish kumar reddy to ishan kishan, no run,",0,0
69,12,2,1,0,ishan kishan,Nitish Kumar Reddy,"nitish kumar reddy to ishan kishan, no run,",0,0
69,13,2,2,1,rohit sharma,Bhuvneshwar Kumar,"bhuvneshwar kumar to rohit sharma, 1 run,",1,1
69,14,2,2,1,ishan kishan,Bhuvneshwar Kumar,"bhuvneshwar kumar to ishan kishan, 1 run,",1,1
69,15,2,2,0,rohit sharma,Bhuvneshwar Kumar,"bhuvneshwar kumar to rohit sharma, no run,",0,0
69,16,2,2,1,rohit sharma,Bhuvneshwar Kumar,"bhuvneshwar kumar to rohit sharma, 1 run,",1,1
69,17,2,2,w,ishan kishan,Bhuvneshwar Kumar,"bhuvneshwar kumar to ishan kishan, no run,                           wicket - c harry brook b b kumar batsmen out 14(12)",0,0
69,18,2,2,4,cameron green,Bhuvneshwar Kumar,"bhuvneshwar kumar to cameron green, four,",4,4
69,19,2,3,0,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, no run,",0,0
69,20,2,3,4,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, four,",4,4
69,21,2,3,0,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, no run,",0,0
69,22,2,3,0,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, no run,",0,0
69,23,2,3,1,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, 1 run,",1,1
69,24,2,3,4,cameron green,Mayank Dagar,"mayank dagar to cameron green, four,",4,4
69,25,2,4,1,rohit sharma,Nitish Kumar Reddy,"nitish kumar reddy to rohit sharma, 1 run,",1,1
69,26,2,4,0,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, no run,",0,0
69,27,2,4,0,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, no run,",0,0
69,28,2,4,1,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, 1 run,",1,1
69,29,2,4,1,rohit sharma,Nitish Kumar Reddy,"nitish kumar reddy to rohit sharma, 1 run,",1,1
69,30,2,4,6,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, six,",6,6
69,31,2,5,0,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, no run,",0,0
69,32,2,5,1,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, 1 run,",1,1
69,33,2,5,7nb,cameron green,Kartik Tyagi,"kartik tyagi to cameron green, 7 no ball,",7,0
69,34,2,5,1,cameron green,Kartik Tyagi,"kartik tyagi to cameron green, 1 run,",1,1
69,35,2,5,1,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, 1 run,",1,1
69,36,2,5,4,cameron green,Kartik Tyagi,"kartik tyagi to cameron green, four,",4,4
69,37,2,5,4,cameron green,Kartik Tyagi,"kartik tyagi to cameron green, four,",4,4
69,38,2,6,1,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, 1 run,",1,1
69,39,2,6,0,cameron green,Mayank Dagar,"mayank dagar to cameron green, no run,",0,0
69,40,2,6,6,cameron green,Mayank Dagar,"mayank dagar to cameron green, six,",6,6
69,41,2,6,0,cameron green,Mayank Dagar,"mayank dagar to cameron green, no run,",0,0
69,42,2,6,6,cameron green,Mayank Dagar,"mayank dagar to cameron green, six,",6,6
69,43,2,6,0,cameron green,Mayank Dagar,"mayank dagar to cameron green, no run,",0,0
69,44,2,7,4,rohit sharma,Umran Malik,"umran malik to rohit sharma, four,",4,4
69,45,2,7,1,rohit sharma,Umran Malik,"umran malik to rohit sharma, 1 run,",1,1
69,46,2,7,1,cameron green,Umran Malik,"umran malik to cameron green, 1 run,",1,1
69,47,2,7,1,rohit sharma,Umran Malik,"umran malik to rohit sharma, 1 run,",1,1
69,48,2,7,0,cameron green,Umran Malik,"umran malik to cameron green, no run,",0,0
69,49,2,7,1lb,cameron green,Umran Malik,"umran malik to cameron green, 1 leg bye,",1,0
69,50,2,8,1,cameron green,Vivrant Sharma,"vivrant sharma to cameron green, 1 run,",1,1
69,51,2,8,0,rohit sharma,Vivrant Sharma,"vivrant sharma to rohit sharma, no run,",0,0
69,52,2,8,2,rohit sharma,Vivrant Sharma,"vivrant sharma to rohit sharma, 2 runs,",2,2
69,53,2,8,7nb,rohit sharma,Vivrant Sharma,"vivrant sharma to rohit sharma, 7 no ball,",7,0
69,54,2,8,1wd,rohit sharma,Vivrant Sharma,"vivrant sharma to rohit sharma, 1 wide,",1,0
69,55,2,8,1,rohit sharma,Vivrant Sharma,"vivrant sharma to rohit sharma, 1 run,",1,1
69,56,2,8,6,cameron green,Vivrant Sharma,"vivrant sharma to cameron green, six,",6,6
69,57,2,8,1,cameron green,Vivrant Sharma,"vivrant sharma to cameron green, 1 run,",1,1
69,58,2,9,1,cameron green,Umran Malik,"umran malik to cameron green, 1 run,",1,1
69,59,2,9,4,rohit sharma,Umran Malik,"umran malik to rohit sharma, four,",4,4
69,60,2,9,4,rohit sharma,Umran Malik,"umran malik to rohit sharma, four,",4,4
69,61,2,9,4,rohit sharma,Umran Malik,"umran malik to rohit sharma, four,",4,4
69,62,2,9,1,rohit sharma,Umran Malik,"umran malik to rohit sharma, 1 run,",1,1
69,63,2,9,0,cameron green,Umran Malik,"umran malik to cameron green, no run,",0,0
69,64,2,10,1,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, 1 run,",1,1
69,65,2,10,0,cameron green,Mayank Dagar,"mayank dagar to cameron green, no run,",0,0
69,66,2,10,0,cameron green,Mayank Dagar,"mayank dagar to cameron green, no run,",0,0
69,67,2,10,4,cameron green,Mayank Dagar,"mayank dagar to cameron green, four,",4,4
69,68,2,10,1,cameron green,Mayank Dagar,"mayank dagar to cameron green, 1 run,",1,1
69,69,2,10,1,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, 1 run,",1,1
69,70,2,11,0,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, no run,",0,0
69,71,2,11,4,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, four,",4,4
69,72,2,11,1,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, 1 run,",1,1
69,73,2,11,1,cameron green,Kartik Tyagi,"kartik tyagi to cameron green, 1 run,",1,1
69,74,2,11,0,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, no run,",0,0
69,75,2,11,1nb,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, 1 no ball,",1,0
69,76,2,11,4,rohit sharma,Kartik Tyagi,"kartik tyagi to rohit sharma, four,",4,4
69,77,2,12,0,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, no run,",0,0
69,78,2,12,6,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, six,",6,6
69,79,2,12,1,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, 1 run,",1,1
69,80,2,12,1,rohit sharma,Nitish Kumar Reddy,"nitish kumar reddy to rohit sharma, 1 run,",1,1
69,81,2,12,2,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, 2 runs,",2,2
69,82,2,12,6,cameron green,Nitish Kumar Reddy,"nitish kumar reddy to cameron green, six,",6,6
69,83,2,13,w,rohit sharma,Mayank Dagar,"mayank dagar to rohit sharma, no run,                           wicket - c nitish kumar reddy b mj dagar batsmen out 56(37)",0,0
69,84,2,13,4,suryakumar yadav,Mayank Dagar,"mayank dagar to suryakumar yadav, four,",4,4
69,85,2,13,1,suryakumar yadav,Mayank Dagar,"mayank dagar to suryakumar yadav, 1 run,",1,1
69,86,2,13,1,cameron green,Mayank Dagar,"mayank dagar to cameron green, 1 run,",1,1
69,87,2,13,1,suryakumar yadav,Mayank Dagar,"mayank dagar to suryakumar yadav, 1 run,",1,1
69,88,2,13,1,cameron green,Mayank Dagar,"mayank dagar to cameron green, 1 run,",1,1
69,89,2,14,1,cameron green,Bhuvneshwar Kumar,"bhuvneshwar kumar to cameron green, 1 run,",1,1
69,90,2,14,0,suryakumar yadav,Bhuvneshwar Kumar,"bhuvneshwar kumar to suryakumar yadav, no run,",0,0
69,91,2,14,1,suryakumar yadav,Bhuvneshwar Kumar,"bhuvneshwar kumar to suryakumar yadav, 1 run,",1,1
69,92,2,14,1,cameron green,Bhuvneshwar Kumar,"bhuvneshwar kumar to cameron green, 1 run,",1,1
69,93,2,14,0,suryakumar yadav,Bhuvneshwar Kumar,"bhuvneshwar kumar to suryakumar yadav, no run,",0,0
69,94,2,14,1,suryakumar yadav,Bhuvneshwar Kumar,"bhuvneshwar kumar to suryakumar yadav, 1 run,",1,1
69,95,2,15,1,suryakumar yadav,Umran Malik,"umran malik to suryakumar yadav, 1 run,",1,1
69,96,2,15,4,cameron green,Umran Malik,"umran malik to cameron green, four,",4,4
